Course	Room	Teacher	Time	Students
010953	TH224	0058557	1	0897911 0905682 1005346 1056217 1058421 1064270 1066335 1080398 1083812 1095349 1100338 1117142 1126639 1142212 1150720 1157688 1164190 1170033 3064977 3070440 3071734 3073300 3074734 3103807 
011079	TH111	1167851	2	0897911 0907150 0909560 0910403 0918775 0920248 0952211 0988271 0991672 0998815 0998885 1004997 1016793 1088192 
002367	GIL210	0493725	2	0897931 1005315 1039943 1056012 1056910 1058242 1067334 1079085 1083430 1086710 1086927 1087490 1097648 1101336 1149270 1169382 1171414 3068772 3071136 3072447 3073300 3073507 3073692 3074001 3074930 3074965 3076489 3079369 3080473 3080592 3085810 3087720 3088117 3089611 3097347 3098330 3103445 3107993 3195980 
002992	DAL204	3195619	2	0897931 0906618 0909560 0958879 0963413 0987347 0998799 1005315 1007952 1030369 1032929 1049929 1055348 1056910 1067241 1067334 1076246 1079363 1079564 1088180 1088365 1090564 1095814 1098099 1102530 1121871 1144234 1146215 1157047 1157506 1161482 1163664 1170703 3073507 3073568 3073666 3073702 3074001 3076489 3077336 3077809 3080473 3080612 3080794 3080937 3081368 3085509 3087352 3087449 3092360 3092972 3093190 3095105 3095649 3095842 3096962 3099757 3099774 3100989 3105046 3105511 3105612 3105820 3105854 
004733	PK278	1084458	2	0897931 1017840 1020520 1037338 1082919 1099662 1111549 1166163 3090519 3094573 3099822 3104489 3106131 
010956	GOA	0024663	2	0900240 0947693 0993169 0999195 1007196 1017840 1056281 1082919 3090519 
002869	TAYD	0004955	2	0901262 0910403 0915648 0919283 0988625 0998351 1007394 1017412 1028249 1037338 1038303 1056281 1058180 1076085 1080894 1088558 1089147 1098099 1111549 1133174 1157047 1161132 1163278 1169341 3077623 3097953 3104899 
004735	GOB	0004955	3	0901262 1058893 1076877 1094520 3074551 
010932	PK349	3098022	2	0901262 0960084 0966268 1010741 1077815 1082919 1172355 
004666	EHI	0775640	2	0903917 0906896 0966094 0966299 0973811 0992189 1001039 1001351 1007799 1020520 1034405 1038671 1057261 1076009 1085061 1105086 1128560 1142212 3075745 3085509 
